date,EUR_USD,JPY_USD,GBP_USD,AUD_USD,US_SLOPE,GC=F,CL=F,HG=F
2012-08-01,0.008253,0.008535,0.005181,0.009930,-0.014631,-0.014220,0.133858,-0.029935
2012-09-01,-0.005992,-0.005866,0.003268,-0.008334,-0.006655,0.006787,0.065389,-0.010219
2012-10-01,-0.002812,-0.002395,-0.005011,0.006346,0.011350,0.017191,-0.079600,0.037808
2012-11-01,0.006182,0.005353,0.004444,0.028492,-0.012690,0.080322,0.045188,-0.001683
2012-12-01,-0.004403,-0.004014,0.002314,-0.004541,-0.003162,-0.022985,0.066454,-0.022985
2013-01-01,-0.008319,-0.002533,0.009821,-0.014364,0.004314,-0.021569,0.027896,-0.029302
2013-02-01,-0.000668,-0.001066,0.015914,-0.001970,-0.005781,0.012359,0.056015,-0.061261
2013-03-01,0.008888,-0.003908,-0.005222,0.013210,-0.003918,0.005485,0.040390,0.020643
2013-04-01,-0.005189,-0.008282,0.019447,-0.008638,0.012357,-0.026205,-0.019239,-0.085695
2013-05-01,-0.014110,0.009134,-0.002502,-0.008439,-0.002119,-0.057207,-0.038776,-0.018414
2013-06-01,-0.016151,-0.000719,0.008726,0.011290,0.013373,-0.016737,-0.137295,0.039614
2013-07-01,-0.013987,0.010131,0.007945,0.002127,0.004517,-0.043413,0.020277,0.014974
2013-08-01,-0.016208,-0.006579,-0.007620,-0.031853,-0.010167,-0.093227,-0.032300,0.000325
2013-09-01,-0.006668,0.000503,0.003414,-0.020279,0.002116,-0.045602,0.022109,-0.013886
2013-10-01,-0.007560,0.020766,0.004852,0.021091,0.009359,-0.026717,-0.072047,0.069367
2013-11-01,-0.008747,-0.007852,0.004538,0.003179,0.011274,0.017488,0.038528,0.039637
2013-12-01,-0.009360,-0.013980,0.001788,-0.013179,-0.008962,0.010524,0.133188,0.005760
2014-01-01,-0.004566,0.009144,0.010709,-0.000966,0.002667,-0.024789,0.032800,0.052529
2014-02-01,0.007928,-0.004020,0.003102,0.000528,0.001132,-0.009448,-0.001097,0.037717
2014-03-01,0.005666,0.002488,0.002181,0.011803,0.012250,-0.062371,0.043935,-0.005456
2014-04-01,-0.003774,-0.006952,0.005429,-0.018177,-0.013704,-0.022208,0.163999,-0.058965
2014-05-01,-0.009513,-0.001304,-0.000511,-0.015446,0.007960,0.013855,-0.069040,0.015373
2014-06-01,-0.001757,-0.002493,0.007694,0.005538,0.010483,0.039632,0.021989,0.031818
2014-07-01,0.001225,0.000806,-0.004679,-0.000082,-0.012487,-0.019768,-0.049805,0.056564
2014-08-01,0.000692,0.003315,-0.010405,0.006538,0.015419,0.054340,-0.013042,-0.022073
2014-09-01,-0.009105,-0.007962,-0.007181,-0.015044,0.027160,-0.050631,0.009284,-0.034043
2014-10-01,-0.003159,-0.007137,-0.007567,-0.000051,0.011449,-0.062219,0.082639,0.006205
2014-11-01,-0.016009,-0.002648,0.002812,0.011883,0.017609,0.027604,0.151776,0.000521
2014-12-01,-0.001400,-0.010596,0.004863,0.006440,0.003627,0.074777,0.059751,-0.074074
2015-01-01,0.008183,0.002846,0.002088,0.006989,-0.012746,0.036061,-0.003926,0.027022
2015-02-01,-0.006483,-0.003482,0.004901,-0.005608,-0.025730,-0.005704,0.185855,-0.086677
2015-03-01,0.010019,-0.003966,0.007432,-0.010609,0.002616,-0.078915,-0.007497,-0.037442
2015-04-01,-0.006136,-0.002263,0.002086,-0.000112,-0.004342,-0.075280,-0.029791,0.066582
2015-05-01,0.003422,0.002322,-0.002632,0.020511,-0.004143,0.022825,-0.098519,0.107879
2015-06-01,-0.002188,-0.006264,0.009216,-0.002364,-0.002341,-0.017701,0.093696,-0.053764
2015-07-01,-0.001270,0.004564,0.000131,-0.010986,0.007713,-0.046097,0.074648,-0.019591
2015-08-01,-0.003190,0.008977,-0.000489,-0.008004,-0.017871,-0.001709,0.188828,-0.001379
2015-09-01,-0.001404,-0.004146,-0.003319,0.000539,-0.006929,0.001680,-0.106144,0.075229
2015-10-01,0.001691,-0.000055,-0.009348,-0.008563,0.014229,0.029355,0.094127,-0.026602
2015-11-01,0.003665,-0.006329,-0.015555,-0.002611,-0.019236,-0.015129,-0.033848,-0.047070
2015-12-01,-0.002595,0.000882,0.001811,0.003866,0.007522,0.044167,0.054796,0.062277
2016-01-01,0.004047,0.010394,-0.005303,0.010587,-0.004788,0.005993,-0.119993,-0.009570
2016-02-01,-0.006378,0.003223,0.020757,0.016433,0.006230,-0.006312,0.103037,0.028779
2016-03-01,0.006360,-0.009301,-0.003766,0.017022,0.018316,0.058212,0.099100,-0.044939
2016-04-01,-0.007513,0.001125,-0.010321,-0.011623,0.009034,-0.035223,0.002225,-0.009570
2016-05-01,0.004505,0.007254,0.001517,-0.011571,0.011734,0.116929,0.069392,-0.063974
2016-06-01,0.013188,-0.002019,0.009606,-0.002105,-0.012914,0.022807,-0.052188,-0.047218
2016-07-01,-0.001683,0.006301,0.000419,-0.005178,0.013653,0.022610,-0.034873,0.042011
2016-08-01,-0.016616,-0.004784,0.003103,-0.014181,-0.008930,0.024408,-0.033139,0.002877
2016-09-01,-0.000007,-0.004437,-0.006892,0.001021,0.010621,0.091035,-0.119684,0.003689
2016-10-01,0.004950,-0.001381,-0.007627,-0.007973,0.002066,0.034802,0.061202,-0.033582
2016-11-01,0.003293,-0.011703,-0.008096,-0.007370,0.007273,-0.056183,0.105413,-0.005929
2016-12-01,0.002542,-0.000405,-0.011891,-0.001854,0.007174,0.057690,-0.041278,0.018841
2017-01-01,0.004494,0.007624,-0.001110,0.012302,-0.010554,-0.012547,0.020852,0.041920
2017-02-01,0.007214,-0.008184,-0.011365,0.008115,-0.010426,0.012423,-0.007681,-0.104393
2017-03-01,0.008492,-0.008205,-0.009349,0.032937,0.013594,-0.032547,0.060190,-0.022691
2017-04-01,0.005004,-0.008486,-0.005744,0.002907,0.002409,0.017610,-0.049731,0.004224
2017-05-01,0.007015,-0.003604,-0.009226,-0.005330,0.012170,-0.023209,-0.066938,-0.002290
2017-06-01,0.001187,-0.003237,0.000825,0.000944,0.001780,0.011984,0.098399,0.028147
2017-07-01,0.005669,0.010107,0.002411,0.005351,-0.013627,-0.000816,0.018755,0.024063
2017-08-01,-0.002427,0.007728,0.006421,0.006477,0.012211,0.077529,0.161657,-0.010102
2017-09-01,-0.008967,0.000030,0.001595,0.018946,-0.009501,0.063264,-0.025656,-0.044419
2017-10-01,0.012543,0.003557,0.009714,-0.005331,0.007206,0.012142,-0.062583,-0.005373
2017-11-01,-0.003372,-0.001333,-0.004000,0.003934,-0.013703,-0.014869,0.057303,0.030177
2017-12-01,0.003904,-0.005472,0.001218,0.004583,0.020804,-0.004417,0.075031,-0.018334
2018-01-01,0.005572,0.011390,0.008705,-0.011646,-0.003131,0.050971,0.069928,0.004329
2018-02-01,-0.005209,-0.007220,0.000565,0.009762,-0.001261,-0.001399,0.113761,0.018243
2018-03-01,-0.007951,-0.000399,-0.009609,0.008755,-0.002996,-0.025527,-0.061641,0.059864
2018-04-01,0.001061,0.001686,-0.010132,-0.018125,-0.018717,0.022990,-0.039563,-0.025886
2018-05-01,-0.002519,-0.002850,-0.011450,-0.005650,0.001039,-0.020124,-0.013507,0.041065
2018-06-01,-0.014097,-0.001522,0.001023,-0.021310,0.020833,-0.000507,-0.100139,0.058318
2018-07-01,-0.007859,-0.001035,-0.005379,-0.020371,-0.007305,-0.066807,-0.034407,-0.005193
2018-08-01,0.008267,-0.021336,-0.007401,0.009244,0.004133,0.025241,0.104690,-0.008483
2018-09-01,-0.001058,0.002824,-0.004021,-0.000950,-0.026219,0.099315,0.067964,0.009822
2018-10-01,-0.013081,0.000412,-0.008302,-0.011559,0.001298,0.041664,-0.087003,-0.001522
2018-11-01,0.008380,-0.002649,0.003160,0.000434,-0.003572,0.065738,-0.111543,0.045001
2018-12-01,0.000248,0.001632,-0.003266,-0.008769,-0.011021,-0.025703,0.135836,0.017450
2019-01-01,-0.001117,0.000510,-0.005964,-0.003870,0.015975,0.020351,0.023922,0.025100
2019-02-01,-0.004221,-0.008025,0.004411,0.007776,-0.002507,-0.036025,-0.051149,-0.048625
2019-03-01,0.002529,-0.004768,-0.007592,-0.018976,-0.006975,-0.026368,-0.056112,-0.062783
2019-04-01,-0.008192,-0.003168,-0.013969,-0.015415,-0.007323,0.025495,-0.123562,0.087727
2019-05-01,0.008006,0.002316,0.007639,0.003345,-0.019660,0.013385,0.119983,0.005477
2019-06-01,-0.000988,-0.002894,-0.007725,0.006307,-0.018787,-0.064238,-0.042112,-0.044400
2019-07-01,-0.001708,0.004550,-0.005917,0.012036,0.008384,-0.057413,0.101003,0.058039
2019-08-01,-0.003778,-0.011108,-0.003999,-0.011879,-0.028493,-0.064801,-0.004235,0.006836
2019-09-01,0.002886,0.005437,0.012622,0.016637,-0.003780,0.031160,0.138995,0.042474
2019-10-01,0.009350,0.011523,0.003578,-0.005284,-0.001642,0.089962,0.040582,0.004302
2019-11-01,-0.003196,-0.008880,-0.004879,0.024362,0.023021,0.064560,0.080785,-0.006520
2019-12-01,-0.007088,0.004987,0.008565,-0.007160,0.014855,-0.063113,0.073343,0.000785
2020-01-01,0.011438,0.003544,0.005500,0.022707,0.000488,0.058991,0.058677,-0.054512
2020-02-01,0.002545,-0.005316,0.011093,-0.009523,0.011655,0.037127,0.029265,-0.008927
2020-03-01,0.001977,-0.008769,-0.001116,0.019001,-0.012591,-0.069960,-0.037524,0.000167
2020-04-01,0.001330,-0.004568,-0.017860,0.001806,0.005191,-0.034351,0.111801,0.060440
2020-05-01,-0.000365,0.012381,0.002041,-0.012733,-0.017480,0.040377,-0.065140,0.006123
2020-06-01,0.007081,-0.008258,0.013645,-0.007596,0.011334,0.023597,-0.000322,-0.102280
2020-07-01,0.004336,-0.005839,0.014599,0.012109,-0.001898,-0.041171,0.019780,0.000906
2020-08-01,-0.000862,-0.008457,0.014642,0.015072,-0.010760,0.031528,0.054755,0.132054
2020-09-01,0.003472,0.015761,-0.001305,0.005849,0.001397,-0.068832,-0.005002,0.059736
2020-10-01,0.015117,-0.002458,0.006779,-0.000133,0.001130,-0.020035,0.008577,-0.041624
2020-11-01,-0.008350,0.001426,-0.002258,0.010400,-0.005594,0.041933,-0.017287,0.021965
2020-12-01,0.006852,0.000179,0.004967,0.005668,0.009010,0.007879,-0.115960,-0.026076
2021-01-01,-0.004406,-0.000623,-0.001930,-0.006133,0.000470,0.002542,0.036908,-0.036760
2021-02-01,0.001799,0.000351,-0.001818,-0.005917,0.009915,0.045927,-0.061636,-0.004773
2021-03-01,0.005339,0.024332,0.003483,0.011604,0.012350,0.054545,-0.116028,0.018962
2021-04-01,-0.012628,0.011491,0.007784,0.015865,-0.001445,0.051530,-0.000715,-0.084524
2021-05-01,-0.002568,-0.010465,0.001441,0.014340,-0.012613,0.025308,0.019605,-0.067312
2021-06-01,-0.003261,0.002976,0.001772,0.010373,-0.000087,0.047552,0.052482,0.001785
2021-07-01,-0.019824,-0.011141,-0.014022,-0.002278,-0.000843,0.018119,0.025293,-0.031991
2021-08-01,0.004457,-0.013118,-0.002396,0.008547,0.022929,0.009447,-0.153992,0.013704
2021-09-01,0.009170,0.005623,-0.005020,-0.007650,0.010757,0.002770,-0.116510,-0.054196
2021-10-01,0.011015,0.008836,0.007393,0.000843,0.013895,0.002459,0.173229,0.041988
2021-11-01,0.005988,0.011176,0.013266,-0.005414,0.040141,-0.045403,-0.074272,-0.048460
2021-12-01,-0.003605,-0.005949,0.005782,-0.019957,0.002814,-0.057907,0.006456,0.049371
2022-01-01,0.008917,-0.000394,-0.002734,0.005042,0.008041,-0.008170,-0.043708,-0.066898
2022-02-01,0.005730,0.000287,-0.022764,-0.002451,0.004192,0.001228,-0.009359,-0.060042
2022-03-01,0.002358,-0.001301,-0.016608,0.004517,-0.014501,0.054473,-0.051821,0.013386
2022-04-01,-0.009730,-0.004439,0.007025,0.005090,-0.006430,0.000480,0.040126,0.073355
2022-05-01,-0.002080,-0.013225,-0.004747,0.000710,-0.006959,0.037578,0.008763,0.015510
2022-06-01,-0.003205,-0.005204,-0.011013,0.001680,0.004640,0.046047,-0.026510,0.028250
2022-07-01,-0.017658,0.002607,0.005706,-0.006989,-0.005831,-0.019464,-0.108600,-0.012043
2022-08-01,-0.000599,-0.010703,0.006006,0.000986,0.000293,0.018231,0.007321,-0.050476
2022-09-01,0.013955,0.002419,-0.001346,-0.009720,0.014378,-0.003677,-0.084263,-0.018494
2022-10-01,0.000225,-0.002262,-0.007135,-0.001873,0.008072,0.044768,0.017517,-0.061838
2022-11-01,0.004434,-0.000294,-0.007129,0.000452,-0.005933,0.012993,0.179714,-0.075245
2022-12-01,0.000002,0.004731,-0.000557,-0.008869,-0.006146,-0.041084,0.125089,0.019544
2023-01-01,-0.000390,-0.004303,0.011010,0.001380,0.016761,0.013479,0.080749,-0.038219
2023-02-01,0.002470,-0.011373,0.003339,-0.007408,0.011967,0.066358,-0.001941,0.013225
2023-03-01,-0.006774,-0.005742,0.003892,-0.009922,-0.019594,-0.016878,-0.180843,-0.071791
2023-04-01,-0.007861,0.004803,0.007906,-0.013720,-0.003056,0.021644,-0.102099,0.015126
2023-05-01,0.003984,-0.008126,-0.011411,0.008191,-0.002702,0.008102,0.067792,-0.036824
2023-06-01,0.010508,-0.004862,0.006011,0.014077,0.011260,-0.036701,-0.052523,0.064007
2023-07-01,-0.006770,-0.013621,-0.001674,0.005568,0.011039,0.012547,-0.070170,0.010952
2023-08-01,0.004106,0.007689,-0.019705,0.018967,0.000379,-0.064320,-0.036092,0.043554
2023-09-01,0.001525,0.006393,-0.014429,-0.001044,0.007815,-0.029374,-0.090225,-0.033220
2023-10-01,0.006220,0.006853,-0.005334,0.036961,0.003329,0.041575,-0.101252,0.001516
2023-11-01,0.007618,0.008361,0.005823,0.000192,-0.006050,0.014007,-0.016226,-0.045879
2023-12-01,0.015293,0.008720,0.006917,0.008309,0.002097,-0.002255,-0.057005,-0.010964
2024-01-01,0.002204,-0.004639,-0.000335,-0.007699,-0.003081,0.011737,-0.070151,-0.018199
2024-02-01,0.014679,-0.000595,0.015694,0.006069,0.001424,0.006107,-0.049024,-0.024059
2024-03-01,0.006771,-0.003133,-0.006679,0.010770,-0.021849,0.003075,0.043019,-0.052238
2024-04-01,0.006870,0.016126,-0.001040,-0.002720,-0.008232,0.020080,-0.027440,-0.071448
2024-05-01,-0.004669,0.001321,0.000368,0.017343,-0.004076,-0.035989,-0.030782,-0.116086
2024-06-01,0.012276,-0.009436,-0.009794,-0.003509,-0.011561,-0.016964,0.015326,-0.070772
2024-07-01,0.007938,0.002978,0.001458,0.004571,-0.003095,-0.010538,-0.005493,0.026967
2024-08-01,0.006251,-0.009466,-0.012530,-0.013197,0.002599,-0.067350,-0.029603,-0.074166
2024-09-01,-0.011351,0.006601,0.006449,-0.001041,-0.018432,-0.058213,-0.002353,-0.085173
2024-10-01,-0.007012,-0.006581,-0.006339,-0.004566,-0.023396,0.052359,0.041781,0.067976
2024-11-01,0.005673,0.000020,0.010458,-0.011727,-0.010172,0.007849,-0.026495,-0.035413
2024-12-01,0.006038,0.011379,0.003695,-0.005251,0.012703,-0.038314,0.030767,0.027128
2025-01-01,-0.014654,0.002867,0.004816,0.027340,0.016952,-0.075545,-0.086623,0.014714
2025-02-01,0.006061,0.002615,-0.002006,-0.001731,0.007929,-0.018314,-0.093466,0.018365
2025-03-01,0.003814,0.009479,0.005780,-0.007048,-0.009027,0.074396,0.078621,-0.050966
2025-04-01,0.012748,0.004979,-0.003876,-0.002090,0.000729,0.007920,0.061181,0.000140
2025-05-01,0.000432,-0.001360,-0.002863,0.001347,0.002344,0.046824,0.027991,-0.076883
2025-06-01,-0.001763,-0.004651,-0.005217,0.005007,-0.001761,0.008491,0.010714,0.095741
