date,EUR_USD,JPY_USD,GBP_USD,AUD_USD,US_SLOPE,GC=F,CL=F,HG=F
2015-08-01,-0.00319,0.008977,-0.000489,-0.008004,-0.017871,-0.001709,0.188828,-0.001379
2015-09-01,-0.001404,-0.004146,-0.003319,0.000539,-0.006929,0.00168,-0.106144,0.075229
2015-10-01,0.001691,-5.5e-05,-0.009348,-0.008563,0.014229,0.029355,0.094127,-0.026602
2015-12-01,-0.002595,0.000882,0.001811,0.003866,0.007522,0.044167,0.054796,0.062277
2016-01-01,0.004047,0.010394,-0.005303,0.010587,-0.004788,0.005993,-0.119993,-0.00957
2016-02-01,-0.006378,0.003223,0.020757,0.016433,0.00623,-0.006312,0.103037,0.028779
2016-03-01,0.00636,-0.009301,-0.003766,0.017022,0.018316,0.058212,0.0991,-0.044939
2016-04-01,-0.007513,0.001125,-0.010321,-0.011623,0.009034,-0.035223,0.002225,-0.00957
2016-06-01,0.013188,-0.002019,0.009606,-0.002105,-0.012914,0.022807,-0.052188,-0.047218
2016-07-01,-0.001683,0.006301,0.000419,-0.005178,0.013653,0.02261,-0.034873,0.042011
2016-08-01,-0.016616,-0.004784,0.003103,-0.014181,-0.00893,0.024408,-0.033139,0.002877
2016-09-01,-7e-06,-0.004437,-0.006892,0.001021,0.010621,0.091035,-0.119684,0.003689
2016-10-01,0.00495,-0.001381,-0.007627,-0.007973,0.002066,0.034802,0.061202,-0.033582
2016-11-01,0.003293,-0.011703,-0.008096,-0.00737,0.007273,-0.056183,0.105413,-0.005929
2016-12-01,0.002542,-0.000405,-0.011891,-0.001854,0.007174,0.05769,-0.041278,0.018841
2017-02-01,0.007214,-0.008184,-0.011365,0.008115,-0.010426,0.012423,-0.007681,-0.104393
2017-03-01,0.008492,-0.008205,-0.009349,0.032937,0.013594,-0.032547,0.06019,-0.022691
2017-04-01,0.005004,-0.008486,-0.005744,0.002907,0.002409,0.01761,-0.049731,0.004224
2017-05-01,0.007015,-0.003604,-0.009226,-0.00533,0.01217,-0.023209,-0.066938,-0.00229
2017-06-01,0.001187,-0.003237,0.000825,0.000944,0.00178,0.011984,0.098399,0.028147
2017-07-01,0.005669,0.010107,0.002411,0.005351,-0.013627,-0.000816,0.018755,0.024063
2017-08-01,-0.002427,0.007728,0.006421,0.006477,0.012211,0.077529,0.161657,-0.010102
2017-09-01,-0.008967,3e-05,0.001595,0.018946,-0.009501,0.063264,-0.025656,-0.044419
2017-11-01,-0.003372,-0.001333,-0.004,0.003934,-0.013703,-0.014869,0.057303,0.030177
2017-12-01,0.003904,-0.005472,0.001218,0.004583,0.020804,-0.004417,0.075031,-0.018334
2018-01-01,0.005572,0.01139,0.008705,-0.011646,-0.003131,0.050971,0.069928,0.004329
2018-02-01,-0.005209,-0.00722,0.000565,0.009762,-0.001261,-0.001399,0.113761,0.018243
2018-03-01,-0.007951,-0.000399,-0.009609,0.008755,-0.002996,-0.025527,-0.061641,0.059864
2018-05-01,-0.002519,-0.00285,-0.01145,-0.00565,0.001039,-0.020124,-0.013507,0.041065
2018-06-01,-0.014097,-0.001522,0.001023,-0.02131,0.020833,-0.000507,-0.100139,0.058318
2018-08-01,0.008267,-0.021336,-0.007401,0.009244,0.004133,0.025241,0.10469,-0.008483
2018-09-01,-0.001058,0.002824,-0.004021,-0.00095,-0.026219,0.099315,0.067964,0.009822
2018-10-01,-0.013081,0.000412,-0.008302,-0.011559,0.001298,0.041664,-0.087003,-0.001522
2018-11-01,0.00838,-0.002649,0.00316,0.000434,-0.003572,0.065738,-0.111543,0.045001
2018-12-01,0.000248,0.001632,-0.003266,-0.008769,-0.011021,-0.025703,0.135836,0.01745
2019-01-01,-0.001117,0.00051,-0.005964,-0.00387,0.015975,0.020351,0.023922,0.0251
2019-02-01,-0.004221,-0.008025,0.004411,0.007776,-0.002507,-0.036025,-0.051149,-0.048625
2019-03-01,0.002529,-0.004768,-0.007592,-0.018976,-0.006975,-0.026368,-0.056112,-0.062783
2019-04-01,-0.008192,-0.003168,-0.013969,-0.015415,-0.007323,0.025495,-0.123562,0.087727
2019-05-01,0.008006,0.002316,0.007639,0.003345,-0.01966,0.013385,0.119983,0.005477
2019-06-01,-0.000988,-0.002894,-0.007725,0.006307,-0.018787,-0.064238,-0.042112,-0.0444
2019-07-01,-0.001708,0.00455,-0.005917,0.012036,0.008384,-0.057413,0.101003,0.058039
2019-08-01,-0.003778,-0.011108,-0.003999,-0.011879,-0.028493,-0.064801,-0.004235,0.006836
2019-10-01,0.00935,0.011523,0.003578,-0.005284,-0.001642,0.089962,0.040582,0.004302
2019-11-01,-0.003196,-0.00888,-0.004879,0.024362,0.023021,0.06456,0.080785,-0.00652
2020-01-01,0.011438,0.003544,0.0055,0.022707,0.000488,0.058991,0.058677,-0.054512
2020-02-01,0.002545,-0.005316,0.011093,-0.009523,0.011655,0.037127,0.029265,-0.008927
2020-04-01,0.00133,-0.004568,-0.01786,0.001806,0.005191,-0.034351,0.111801,0.06044
2020-05-01,-0.000365,0.012381,0.002041,-0.012733,-0.01748,0.040377,-0.06514,0.006123
2020-06-01,0.007081,-0.008258,0.013645,-0.007596,0.011334,0.023597,-0.000322,-0.10228
2020-07-01,0.004336,-0.005839,0.014599,0.012109,-0.001898,-0.041171,0.01978,0.000906
2020-08-01,-0.000862,-0.008457,0.014642,0.015072,-0.01076,0.031528,0.054755,0.132054
2020-09-01,0.003472,0.015761,-0.001305,0.005849,0.001397,-0.068832,-0.005002,0.059736
2020-10-01,0.015117,-0.002458,0.006779,-0.000133,0.00113,-0.020035,0.008577,-0.041624
2020-12-01,0.006852,0.000179,0.004967,0.005668,0.00901,0.007879,-0.11596,-0.026076
2021-01-01,-0.004406,-0.000623,-0.00193,-0.006133,0.00047,0.002542,0.036908,-0.03676
2021-02-01,0.001799,0.000351,-0.001818,-0.005917,0.009915,0.045927,-0.061636,-0.004773
2021-03-01,0.005339,0.024332,0.003483,0.011604,0.01235,0.054545,-0.116028,0.018962
2021-04-01,-0.012628,0.011491,0.007784,0.015865,-0.001445,0.05153,-0.000715,-0.084524
2021-05-01,-0.002568,-0.010465,0.001441,0.01434,-0.012613,0.025308,0.019605,-0.067312
2021-06-01,-0.003261,0.002976,0.001772,0.010373,-8.7e-05,0.047552,0.052482,0.001785
2021-07-01,-0.019824,-0.011141,-0.014022,-0.002278,-0.000843,0.018119,0.025293,-0.031991
2021-09-01,0.00917,0.005623,-0.00502,-0.00765,0.010757,0.00277,-0.11651,-0.054196
2021-10-01,0.011015,0.008836,0.007393,0.000843,0.013895,0.002459,0.173229,0.041988
2021-11-01,0.005988,0.011176,0.013266,-0.005414,0.040141,-0.045403,-0.074272,-0.04846
2021-12-01,-0.003605,-0.005949,0.005782,-0.019957,0.002814,-0.057907,0.006456,0.049371
2022-01-01,0.008917,-0.000394,-0.002734,0.005042,0.008041,-0.00817,-0.043708,-0.066898
2022-02-01,0.00573,0.000287,-0.022764,-0.002451,0.004192,0.001228,-0.009359,-0.060042
2022-03-01,0.002358,-0.001301,-0.016608,0.004517,-0.014501,0.054473,-0.051821,0.013386
2022-04-01,-0.00973,-0.004439,0.007025,0.00509,-0.00643,0.00048,0.040126,0.073355
2022-06-01,-0.003205,-0.005204,-0.011013,0.00168,0.00464,0.046047,-0.02651,0.02825
2022-07-01,-0.017658,0.002607,0.005706,-0.006989,-0.005831,-0.019464,-0.1086,-0.012043
2022-08-01,-0.000599,-0.010703,0.006006,0.000986,0.000293,0.018231,0.007321,-0.050476
2022-09-01,0.013955,0.002419,-0.001346,-0.00972,0.014378,-0.003677,-0.084263,-0.018494
2022-10-01,0.000225,-0.002262,-0.007135,-0.001873,0.008072,0.044768,0.017517,-0.061838
2022-11-01,0.004434,-0.000294,-0.007129,0.000452,-0.005933,0.012993,0.179714,-0.075245
2022-12-01,2e-06,0.004731,-0.000557,-0.008869,-0.006146,-0.041084,0.125089,0.019544
2023-02-01,0.00247,-0.011373,0.003339,-0.007408,0.011967,0.066358,-0.001941,0.013225
2023-03-01,-0.006774,-0.005742,0.003892,-0.009922,-0.019594,-0.016878,-0.180843,-0.071791
2023-04-01,-0.007861,0.004803,0.007906,-0.01372,-0.003056,0.021644,-0.102099,0.015126
2023-05-01,0.003984,-0.008126,-0.011411,0.008191,-0.002702,0.008102,0.067792,-0.036824
2023-06-01,0.010508,-0.004862,0.006011,0.014077,0.01126,-0.036701,-0.052523,0.064007
2023-07-01,-0.00677,-0.013621,-0.001674,0.005568,0.011039,0.012547,-0.07017,0.010952
2023-08-01,0.004106,0.007689,-0.019705,0.018967,0.000379,-0.06432,-0.036092,0.043554
2023-09-01,0.001525,0.006393,-0.014429,-0.001044,0.007815,-0.029374,-0.090225,-0.03322
2023-11-01,0.007618,0.008361,0.005823,0.000192,-0.00605,0.014007,-0.016226,-0.045879
2023-12-01,0.015293,0.00872,0.006917,0.008309,0.002097,-0.002255,-0.057005,-0.010964
2024-01-01,0.002204,-0.004639,-0.000335,-0.007699,-0.003081,0.011737,-0.070151,-0.018199
2024-02-01,0.014679,-0.000595,0.015694,0.006069,0.001424,0.006107,-0.049024,-0.024059
2024-03-01,0.006771,-0.003133,-0.006679,0.01077,-0.021849,0.003075,0.043019,-0.052238
2024-04-01,0.00687,0.016126,-0.00104,-0.00272,-0.008232,0.02008,-0.02744,-0.071448
2024-05-01,-0.004669,0.001321,0.000368,0.017343,-0.004076,-0.035989,-0.030782,-0.116086
2024-06-01,0.012276,-0.009436,-0.009794,-0.003509,-0.011561,-0.016964,0.015326,-0.070772
2024-07-01,0.007938,0.002978,0.001458,0.004571,-0.003095,-0.010538,-0.005493,0.026967
2024-08-01,0.006251,-0.009466,-0.01253,-0.013197,0.002599,-0.06735,-0.029603,-0.074166
2024-10-01,-0.007012,-0.006581,-0.006339,-0.004566,-0.023396,0.052359,0.041781,0.067976
2024-11-01,0.005673,2e-05,0.010458,-0.011727,-0.010172,0.007849,-0.026495,-0.035413
2025-01-01,-0.014654,0.002867,0.004816,0.02734,0.016952,-0.075545,-0.086623,0.014714
2025-02-01,0.006061,0.002615,-0.002006,-0.001731,0.007929,-0.018314,-0.093466,0.018365
2025-03-01,0.003814,0.009479,0.00578,-0.007048,-0.009027,0.074396,0.078621,-0.050966
2025-04-01,0.012748,0.004979,-0.003876,-0.00209,0.000729,0.00792,0.061181,0.00014
2025-05-01,0.000432,-0.00136,-0.002863,0.001347,0.002344,0.046824,0.027991,-0.076883
